timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,circulatingSupply,timestamp
2020-01-01 00:00:00+00:00,2020-01-01 23:59:59.999000+00:00,2020-01-01 15:42:01+00:00,2020-01-01 01:06:01+00:00,2781,7194.89197053,7254.33061134,7174.94415256,7200.17439274,18565664996.79,130580829149.587,18135787.0,2020-01-01 23:59:59.999000+00:00
2020-01-02 00:00:00+00:00,2020-01-02 23:59:59.999000+00:00,2020-01-02 01:30:00+00:00,2020-01-02 23:02:01+00:00,2781,7202.55112207,7212.15525252,6935.26997193,6985.47000061,20802083465.33,126699395235.204,18137562.0,2020-01-02 23:59:59.999000+00:00
2020-01-03 00:00:00+00:00,2020-01-03 23:59:59.999000+00:00,2020-01-03 17:04:00+00:00,2020-01-03 02:10:01+00:00,2781,6984.4286123,7413.71509934,6914.99590793,7344.88418341,28111481031.94,133233444755.489,18139625.0,2020-01-03 23:59:59.999000+00:00
2020-01-04 00:00:00+00:00,2020-01-04 23:59:59.999000+00:00,2020-01-04 18:44:02+00:00,2020-01-04 00:39:02+00:00,2781,7345.37527527,7427.38579435,7309.5140117,7410.65656642,18444271274.76,134442464030.264,18141775.0,2020-01-04 23:59:59.999000+00:00
2020-01-05 00:00:00+00:00,2020-01-05 23:59:59.999000+00:00,2020-01-05 18:57:00+00:00,2020-01-05 23:18:00+00:00,2781,7410.45169373,7544.49687224,7400.5355609,7411.31732676,19725074094.54,134469548249.076,18143812.0,2020-01-05 23:59:59.999000+00:00
2020-01-06 00:00:00+00:00,2020-01-06 23:59:59.999000+00:00,2020-01-06 23:55:01+00:00,2020-01-06 00:05:01+00:00,2781,7410.45216807,7781.86718275,7409.29318246,7769.21903905,23276261598.25,140976457303.71,18145512.0,2020-01-06 23:59:59.999000+00:00
2020-01-07 00:00:00+00:00,2020-01-07 23:59:59.999000+00:00,2020-01-07 23:51:01+00:00,2020-01-07 00:01:01+00:00,2781,7768.68189098,8178.21587336,7768.22771944,8163.69223944,28767291326.97,148152237653.685,18147700.0,2020-01-07 23:59:59.999000+00:00
2020-01-08 00:00:00+00:00,2020-01-08 23:59:59.999000+00:00,2020-01-08 13:55:01+00:00,2020-01-08 20:30:00+00:00,2781,8161.93547734,8396.73788064,7956.77421957,8079.86277673,31672559264.52,146645162431.476,18149462.0,2020-01-08 23:59:59.999000+00:00
2020-01-09 00:00:00+00:00,2020-01-09 23:59:59.999000+00:00,2020-01-09 00:00:00+00:00,2020-01-09 21:12:00+00:00,2781,8082.29607413,8082.29607413,7842.4036134,7879.07152428,24045990465.65,143016572819.392,18151450.0,2020-01-09 23:59:59.999000+00:00
2020-01-10 00:00:00+00:00,2020-01-10 23:59:59.999000+00:00,2020-01-10 23:59:00+00:00,2020-01-10 10:23:00+00:00,2781,7878.30753815,8166.55414039,7726.77498918,8166.55414039,28714583843.78,148249907276.742,18153300.0,2020-01-10 23:59:59.999000+00:00
2020-01-11 00:00:00+00:00,2020-01-11 23:59:59.999000+00:00,2020-01-11 01:36:00+00:00,2020-01-11 23:55:00+00:00,2781,8162.1911379,8218.3589373,8029.64210795,8037.53738872,25521165085.37,145924199942.312,18155337.0,2020-01-11 23:59:59.999000+00:00
2020-01-12 00:00:00+00:00,2020-01-12 23:59:59.999000+00:00,2020-01-12 19:44:00+00:00,2020-01-12 00:08:01+00:00,2781,8033.26184596,8200.06347027,8009.0588841,8192.49400532,22903438381.39,148752956965.746,18157225.0,2020-01-12 23:59:59.999000+00:00
2020-01-13 00:00:00+00:00,2020-01-13 23:59:59.999000+00:00,2020-01-13 00:08:01+00:00,2020-01-13 14:36:00+00:00,2781,8189.77206362,8197.78817891,8079.70074107,8144.19451744,22482910687.9,147890525972.527,18159012.0,2020-01-13 23:59:59.999000+00:00
2020-01-14 00:00:00+00:00,2020-01-14 23:59:59.999000+00:00,2020-01-14 23:42:00+00:00,2020-01-14 00:00:00+00:00,2781,8140.93309605,8879.51152651,8140.93309605,8827.76442606,44841784107.18,160319484882.901,18160825.0,2020-01-14 23:59:59.999000+00:00
2020-01-15 00:00:00+00:00,2020-01-15 23:59:59.999000+00:00,2020-01-15 14:08:01+00:00,2020-01-15 05:19:01+00:00,2781,8825.34368451,8890.11741953,8657.18744654,8807.01027532,40102834649.97,159959191211.678,18162712.0,2020-01-15 23:59:59.999000+00:00
2020-01-16 00:00:00+00:00,2020-01-16 23:59:59.999000+00:00,2020-01-16 00:14:00+00:00,2020-01-16 03:35:01+00:00,2781,8812.48149122,8846.46109861,8612.09583682,8723.78576573,31313981930.82,158465055984.185,18164712.0,2020-01-16 23:59:59.999000+00:00
2020-01-17 00:00:00+00:00,2020-01-17 23:59:59.999000+00:00,2020-01-17 10:21:00+00:00,2020-01-17 01:20:01+00:00,2781,8725.20996387,8958.12195167,8677.3163483,8929.0376776,36372139320.44,162211148777.656,18166700.0,2020-01-17 23:59:59.999000+00:00
2020-01-18 00:00:00+00:00,2020-01-18 23:59:59.999000+00:00,2020-01-18 19:31:01+00:00,2020-01-18 05:36:00+00:00,2781,8927.21225983,9012.19810645,8827.33234474,8942.80890321,32337772626.8,162475965880.12,18168337.0,2020-01-18 23:59:59.999000+00:00
2020-01-19 00:00:00+00:00,2020-01-19 23:59:59.999000+00:00,2020-01-19 03:36:00+00:00,2020-01-19 13:36:00+00:00,2781,8941.44574506,9164.36225977,8620.0799932,8706.24512993,34217320471.4,158194319734.796,18170212.0,2020-01-19 23:59:59.999000+00:00
2020-01-20 00:00:00+00:00,2020-01-20 23:59:59.999000+00:00,2020-01-20 22:50:00+00:00,2020-01-20 13:17:00+00:00,2781,8704.63181434,8745.59079709,8560.47404294,8657.64293942,26422375678.05,157327553259.434,18172100.0,2020-01-20 23:59:59.999000+00:00
2020-01-21 00:00:00+00:00,2020-01-21 23:59:59.999000+00:00,2020-01-21 21:11:01+00:00,2020-01-21 19:57:01+00:00,2781,8658.99118302,8755.70629569,8544.52045256,8745.89478833,24097418512.01,158947996833.847,18174012.0,2020-01-21 23:59:59.999000+00:00
2020-01-22 00:00:00+00:00,2020-01-22 23:59:59.999000+00:00,2020-01-22 07:32:01+00:00,2020-01-22 16:38:01+00:00,2781,8744.21075075,8792.9938714,8636.7474349,8680.87604222,22600204050.58,157783273070.101,18175962.0,2020-01-22 23:59:59.999000+00:00
2020-01-23 00:00:00+00:00,2020-01-23 23:59:59.999000+00:00,2020-01-23 00:19:00+00:00,2020-01-23 18:15:01+00:00,2781,8680.65055954,8687.74708842,8333.63787363,8406.5160678,25770680778.69,152813329632.858,18177962.0,2020-01-23 23:59:59.999000+00:00
2020-01-24 00:00:00+00:00,2020-01-24 23:59:59.999000+00:00,2020-01-24 20:12:00+00:00,2020-01-24 11:01:00+00:00,2781,8405.56773288,8514.66703526,8266.84057849,8445.43428152,24397913025.68,153536829768.103,18179862.0,2020-01-24 23:59:59.999000+00:00
2020-01-25 00:00:00+00:00,2020-01-25 23:59:59.999000+00:00,2020-01-25 00:01:00+00:00,2020-01-25 02:00:01+00:00,2781,8440.11958702,8458.45301525,8296.21900672,8367.84777344,19647331548.68,152143262649.888,18181887.0,2020-01-25 23:59:59.999000+00:00
2020-01-26 00:00:00+00:00,2020-01-26 23:59:59.999000+00:00,2020-01-26 22:02:00+00:00,2020-01-26 00:48:00+00:00,2781,8364.41006958,8602.40124618,8325.49808268,8596.82983316,22177678795.56,156322174637.231,18183700.0,2020-01-26 23:59:59.999000+00:00
2020-01-27 00:00:00+00:00,2020-01-27 23:59:59.999000+00:00,2020-01-27 20:43:00+00:00,2020-01-27 00:00:02+00:00,2781,8597.30877926,8977.7269618,8597.30877926,8909.81917753,28647338393.17,162027957434.616,18185325.0,2020-01-27 23:59:59.999000+00:00
